axis,tier,human_mean,human_hdi_low,human_hdi_high,crossover_date_median,crossover_hdi_low,crossover_hdi_high,p_passed_now,frac_positive_slope,status,hdi80_low,hdi80_high
axis1,Average Human,1.7469464409219928,-0.7744197632399422,3.1209539094348218,2026-04-22 23:59:59.999997641,2024-05-06 23:59:59.999998272,2028-07-23 21:22:32.353800600,0.6895833333333333,1.0,passed_mean,2024-05-06 23:59:59.999998272,2028-07-23 21:22:32.353800600
axis1,Skilled Generalist,2.1124230350286215,-0.5253175421751142,3.6053518167228282,2026-08-04 12:40:25.839632207,2024-09-12 00:00:00.000001728,2028-12-28 13:15:15.603999102,0.5281944444444444,1.0,passed_mean,2024-09-12 00:00:00.000001728,2028-12-28 13:15:15.603999102
axis1,High School Qualifier,2.527888656293662,0.5520764918834352,3.9165350838969655,2027-02-13 00:57:36.037726179,2025-04-15 23:59:59.999999844,2029-07-06 14:10:57.052705805,0.3252777777777778,1.0,future,2025-04-15 23:59:59.999999844,2029-07-06 14:10:57.052705805
axis1,Domain Expert,2.66058869982254,0.6621455407570305,4.128553049822584,2027-04-09 18:25:16.574504954,2025-04-08 23:59:59.999999058,2029-09-24 10:56:00.929311932,0.2856944444444444,1.0,future,2025-04-08 23:59:59.999999058,2029-09-24 10:56:00.929311932
axis1,Committee of Average Humans,2.7028231525487456,0.06304226273695206,4.1312526470801405,2027-04-19 01:13:30.722391828,2024-09-12 00:00:00.000001728,2029-06-14 19:06:06.840346049,0.2926388888888889,1.0,future,2024-09-12 00:00:00.000001728,2029-06-14 19:06:06.840346049
axis1,Committee of Skilled Generalists,2.8599871837445545,0.011039675539675758,4.922352221539133,2027-06-30 15:39:40.104802923,2024-09-12 00:00:00.000001728,2030-06-13 05:07:51.041579358,0.27402777777777776,1.0,future,2024-09-12 00:00:00.000001728,2030-06-13 05:07:51.041579358
axis1,Committee of Domain Experts,3.0458999153242368,0.9464690502586777,4.916409944361119,2027-09-18 11:50:17.804911151,2025-12-10 23:59:59.999996544,2031-03-16 18:55:17.923647440,0.18416666666666667,1.0,future,2025-12-10 23:59:59.999996544,2031-03-16 18:55:17.923647440
axis1,High School Top Performer,3.067728741096481,0.9324392256835735,4.66390761867623,2027-10-05 11:13:52.157844154,2025-12-10 23:59:59.999996544,2030-08-30 13:44:13.251111622,0.1609722222222222,1.0,future,2025-12-10 23:59:59.999996544,2030-08-30 13:44:13.251111622
axis1,Top Performer,3.7316876424356633,1.3705770115911933,5.844410154375537,2028-07-14 20:21:39.701348642,2026-02-16 00:00:00.000003300,2031-11-28 12:26:14.583381276,0.07430555555555556,1.0,future,2026-02-16 00:00:00.000003300,2031-11-28 12:26:14.583381276
axis2,Average Human,-4.064961426204613,-5.141509625833917,3.837370422938493,2020-05-01 10:57:23.097062805,2017-09-12 07:20:55.027518578,2027-07-13 07:09:19.763694708,0.93375,0.9995833333333334,passed_mean,2017-09-12 07:20:55.027518578,2027-07-13 07:09:19.763694708
