axis,tier,human_mean,human_hdi_low,human_hdi_high,crossover_date_median,crossover_hdi_low,crossover_hdi_high,p_passed_now,frac_positive_slope,status
axis1,High School Qualifier,0.5256905483093584,-0.05518038161174722,1.1277693760531393,2024-09-24 14:05:16.425868888,2024-04-29 19:04:20.247376166,2025-02-13 21:34:54.842795797,0.9998571428571429,1.0,passed_ci
axis1,Average Human,1.1447623616700864,0.18959461490093144,2.0737271959197474,2025-03-05 17:39:04.771795348,2024-07-24 08:05:00.129951228,2025-09-21 01:31:15.723364356,0.9947142857142857,1.0,passed_ci
axis1,Skilled Generalist,1.4669609784784714,0.3674248395992155,2.6478828939497907,2025-05-15 21:12:14.015510150,2024-09-05 12:16:05.948202331,2026-02-10 12:36:09.061989704,0.9900952380952381,1.0,passed_ci
axis1,High School Top Performer,1.770182865302016,1.0275293491918789,2.5974521012053144,2025-08-01 06:53:53.212276118,2025-01-31 16:36:50.981467818,2026-01-31 04:18:12.555254338,0.9972380952380953,1.0,passed_ci
axis1,Domain Expert,1.7952643332560358,0.7543237464592406,3.0445703980125014,2025-07-23 12:20:29.191551535,2024-12-15 01:17:14.455312831,2026-04-25 19:42:40.072533180,0.9782380952380952,1.0,passed_ci
axis1,Committee of Skilled Generalists,2.1854739188538534,0.5127985870131127,3.97412352341554,2025-10-31 16:17:42.785965340,2024-10-10 11:27:54.289246417,2027-01-11 19:30:47.389500429,0.8614285714285714,1.0,passed_mean
axis1,Top Performer,2.2175923468914718,0.9466826308934155,3.671068497335426,2025-11-05 19:46:38.028851783,2025-02-12 10:49:36.690458937,2026-10-04 05:42:38.285864144,0.9221904761904762,1.0,passed_mean
axis1,Committee of Domain Experts,2.2387600163836536,0.9740080538822721,3.6819620974052962,2025-11-14 18:41:16.321351606,2025-02-16 14:27:59.136238932,2026-10-06 23:38:48.673033244,0.9208571428571428,1.0,passed_mean
axis1,Committee of Average Humans,2.250957671219088,1.114953781037578,3.5640779627232124,2025-11-30 13:01:40.511570350,2025-02-24 08:34:03.726480466,2026-09-06 01:33:47.157777794,0.9384285714285714,1.0,passed_mean
axis2,Average Human,-0.3721846811309805,-2.2659711594765444,1.1350668107515653,2021-12-15 21:59:16.332423800,2018-02-06 03:46:17.591148056,2024-05-05 06:03:26.807471386,0.9850476190476191,0.9995238095238095,passed_ci
axis2,High School Qualifier,0.148872673404357,-1.6997863218136866,1.9765554737483613,2022-09-07 10:06:49.535691312,2019-12-01 07:50:09.916465755,2025-05-24 13:08:00.702882245,0.9964285714285714,0.9995238095238095,passed_ci
axis2,Committee of Average Humans,0.5323413887632902,-1.9404240336924736,2.6483740200322696,2023-02-28 14:07:17.012438688,2018-12-08 00:20:00.895213487,2026-05-03 20:00:17.290612673,0.9704761904761905,0.9995238095238095,passed_mean
axis2,Skilled Generalist,0.8779158686423177,-1.5216538169213119,2.7824778951108398,2023-08-20 03:58:57.892901664,2019-09-24 03:23:34.420703706,2026-07-06 23:41:59.954294469,0.9657619047619047,0.9995238095238095,passed_mean
axis2,High School Top Performer,1.2265996980624374,-0.972280476889093,3.4882897457960067,2024-02-19 23:47:58.177234521,2020-12-03 15:36:57.390229831,2027-07-11 11:44:14.924775096,0.9241904761904762,0.9995238095238095,passed_mean
axis2,Committee of Skilled Generalists,1.8926404171243159,-0.898433069298311,4.437277706233173,2024-12-26 08:28:48.750013306,2020-09-22 06:03:11.012960980,2028-07-14 15:35:47.931791942,0.8316666666666667,0.9995238095238095,passed_mean
axis2,Domain Expert,1.965626356256726,-0.5334075272028407,3.995686061795399,2025-01-28 09:56:16.470684695,2021-07-15 21:08:51.286354514,2028-02-12 20:49:00.858372421,0.8768571428571429,0.9995238095238095,passed_mean
axis2,Top Performer,2.717734679786873,-0.10809044475718824,5.226301893725389,2026-02-02 07:54:34.451126040,2022-01-19 06:35:44.765854463,2029-06-22 06:36:50.669509098,0.6204285714285714,0.9995238095238095,passed_mean
axis2,Committee of Domain Experts,2.7864181604924894,-0.129023188900088,5.376026745270827,2026-02-28 08:55:27.437278532,2022-02-23 13:23:24.048680752,2029-10-07 20:52:08.858944896,0.5956190476190476,0.9995238095238095,passed_mean
axis3,High School Qualifier,0.061236798904353705,-1.7575936701998027,1.9323625717097255,2023-06-19 17:28:41.311586642,2020-09-18 12:50:37.993070898,2025-11-03 14:01:12.167955330,0.9854761904761905,0.9911904761904762,passed_ci
axis3,High School Top Performer,1.2617795571479298,-0.9102257698207692,3.632510751218483,2024-10-07 14:00:57.979195007,2021-12-02 20:28:02.045430698,2027-07-09 02:42:46.928291587,0.8994285714285715,0.9911904761904762,passed_mean
axis3,Average Human,4.613494381839957,3.6954457689002562,5.576819669334487,2028-04-29 08:51:07.104682566,2026-07-05 12:17:55.491351086,2032-01-22 05:31:24.133738811,0.004857142857142857,0.9911904761904762,future
